ID,parents,children
211,usual,more
212,usual,more
213,usual,more
214,usual,more
215,usual,more
216,usual,1
217,usual,1
218,usual,1
219,usual,1
220,usual,1
221,usual,1
222,usual,1
223,usual,1
224,usual,1
225,usual,1
226,usual,1
227,usual,1
228,usual,1
229,usual,1
230,usual,1
231,usual,1
232,usual,1
233,usual,1
234,usual,1
235,usual,1
236,usual,1
237,usual,1
238,usual,1
239,usual,1
240,usual,1
241,usual,1
242,usual,1
243,usual,1
244,usual,1
245,usual,1
246,usual,1
247,usual,1
248,usual,1
249,usual,1
250,usual,1
251,usual,1
252,usual,1
253,usual,1
254,usual,1
255,usual,1
256,usual,1
257,usual,1
258,usual,1
259,usual,1
260,usual,1
261,usual,1
262,usual,1
263,usual,1
264,usual,1
265,usual,1
266,usual,1
267,usual,1
268,usual,1
269,usual,1
270,usual,2
271,usual,2
272,usual,2
273,usual,2
274,usual,2
275,usual,2
276,usual,2
277,usual,2
278,usual,2
279,usual,2
280,usual,2
281,usual,2
282,usual,2
283,usual,2
284,usual,2
285,usual,2
286,usual,2
287,usual,2
288,usual,2
289,usual,2
290,usual,2
291,usual,2
292,usual,2
293,usual,2
294,usual,2
295,usual,2
296,usual,2
297,usual,2
298,usual,2
299,usual,2
300,usual,2
301,usual,2
302,usual,2
303,usual,2
304,usual,2
305,usual,2
306,usual,2
307,usual,2
308,usual,2
309,usual,2
310,usual,2
311,usual,2
312,usual,2
313,usual,2
314,usual,2
315,usual,2
316,usual,2
317,usual,2
318,usual,2
319,usual,2
320,usual,2
321,usual,2
322,usual,2
323,usual,2
324,usual,3
325,usual,3
326,usual,3
327,usual,3
328,usual,3
329,usual,3
330,usual,3
331,usual,3
332,usual,3
333,usual,3
334,usual,3
335,usual,3
336,usual,3
337,usual,3
338,usual,3
339,usual,3
340,usual,3
341,usual,3
342,usual,3
343,usual,3
344,usual,3
345,usual,3
346,usual,3
347,usual,3
348,usual,3
349,usual,3
350,usual,3
351,usual,3
352,usual,3
353,usual,3
354,usual,3
355,usual,3
356,usual,3
357,usual,3
358,usual,3
359,usual,3
360,usual,3
361,usual,3
362,usual,3
363,usual,3
364,usual,3
365,usual,3
366,usual,3
367,usual,3
368,usual,3
369,usual,3
370,usual,3
371,usual,3
372,usual,3
373,usual,3
374,usual,3
375,usual,3
376,usual,3
377,usual,3
378,usual,more
379,usual,more
380,usual,more
381,usual,more
382,usual,more
383,usual,more
384,usual,more
385,usual,more
386,usual,more
387,usual,more
388,usual,more
389,usual,more
390,usual,more
391,usual,more
392,usual,more
393,usual,more
394,usual,more
395,usual,more
396,usual,more
397,usual,more
398,usual,more
399,usual,more
400,usual,more
401,usual,more
402,usual,more
403,usual,more
404,usual,more
405,usual,more
406,usual,more
407,usual,more
408,usual,more
409,usual,more
410,usual,more
411,usual,more
412,usual,more
413,usual,more
414,usual,more
415,usual,more
416,usual,more
417,usual,more
418,usual,more
419,usual,more
420,usual,more
421,usual,more
422,usual,more
423,usual,more
424,usual,more
425,usual,more
426,usual,more
427,usual,more
428,usual,more
429,usual,more
430,usual,more
431,usual,more
432,usual,1
433,usual,1
434,usual,1
435,usual,1
436,usual,1
437,usual,1
438,usual,1
439,usual,1
440,usual,1
441,usual,1
442,usual,1
443,usual,1
444,usual,1
445,usual,1
446,usual,1
447,usual,1
448,usual,1
449,usual,1
450,usual,1
451,usual,1
452,usual,1
453,usual,1
454,usual,1
455,usual,1
456,usual,1
457,usual,1
458,usual,1
459,usual,1
460,usual,1
461,usual,1
462,usual,1
463,usual,1
464,usual,1
465,usual,1
466,usual,1
467,usual,1
468,usual,1
469,usual,1
470,usual,1
471,usual,1
472,usual,1
473,usual,1
474,usual,1
475,usual,1
476,usual,1
477,usual,1
478,usual,1
479,usual,1
480,usual,1
481,usual,1
482,usual,1
483,usual,1
484,usual,1
485,usual,1
486,usual,2
487,usual,2
488,usual,2
489,usual,2
490,usual,2
491,usual,2
492,usual,2
493,usual,2
494,usual,2
495,usual,2
496,usual,2
497,usual,2
498,usual,2
499,usual,2
500,usual,2
501,usual,2
502,usual,2
503,usual,2
504,usual,2
505,usual,2
506,usual,2
507,usual,2
508,usual,2
509,usual,2
510,usual,2
511,usual,2
512,usual,2
513,usual,2
514,usual,2
515,usual,2
516,usual,2
517,usual,2
518,usual,2
519,usual,2
520,usual,2
521,usual,2
522,usual,2
523,usual,2
524,usual,2
525,usual,2
526,usual,2
527,usual,2
528,usual,2
529,usual,2
530,usual,2
531,usual,2
532,usual,2
533,usual,2
534,usual,2
535,usual,2
536,usual,2
537,usual,2
538,usual,2
539,usual,2
540,usual,3
541,usual,3
542,usual,3
543,usual,3
544,usual,3
545,usual,3
546,usual,3
547,usual,3
548,usual,3
549,usual,3
550,usual,3
551,usual,3
552,usual,3
553,usual,3
554,usual,3
555,usual,3
556,usual,3
557,usual,3
558,usual,3
559,usual,3
560,usual,3
561,usual,3
562,usual,3
563,usual,3
564,usual,3
565,usual,3
566,usual,3
567,usual,3
568,usual,3
569,usual,3
570,usual,3
571,usual,3
572,usual,3
573,usual,3
574,usual,3
575,usual,3
576,usual,3
577,usual,3
578,usual,3
579,usual,3
580,usual,3
581,usual,3
582,usual,3
583,usual,3
584,usual,3
585,usual,3
586,usual,3
587,usual,3
588,usual,3
589,usual,3
590,usual,3
591,usual,3
592,usual,3
593,usual,3
594,usual,more
595,usual,more
596,usual,more
597,usual,more
598,usual,more
599,usual,more
600,usual,more
601,usual,more
602,usual,more
603,usual,more
604,usual,more
605,usual,more
606,usual,more
607,usual,more
608,usual,more
609,usual,more
610,usual,more
611,usual,more
612,usual,more
613,usual,more
614,usual,more
615,usual,more
616,usual,more
617,usual,more
618,usual,more
619,usual,more
620,usual,more
621,usual,more
622,usual,more
623,usual,more
624,usual,more
625,usual,more
626,usual,more
627,usual,more
628,usual,more
629,usual,more
630,usual,more
631,usual,more
632,usual,more
633,usual,more
634,usual,more
635,usual,more
636,usual,more
637,usual,more
638,usual,more
639,usual,more
640,usual,more
641,usual,more
642,usual,more
643,usual,more
644,usual,more
645,usual,more
646,usual,more
647,usual,more
648,usual,1
649,usual,1
650,usual,1
651,usual,1
652,usual,1
653,usual,1
654,usual,1
655,usual,1
656,usual,1
657,usual,1
658,usual,1
659,usual,1
660,usual,1
661,usual,1
662,usual,1
663,usual,1
664,usual,1
665,usual,1
666,usual,1
667,usual,1
668,usual,1
669,usual,1
670,usual,1
671,usual,1
672,usual,1
673,usual,1
674,usual,1
675,usual,1
676,usual,1
677,usual,1
678,usual,1
679,usual,1
680,usual,1
681,usual,1
682,usual,1
683,usual,1
684,usual,1
685,usual,1
686,usual,1
687,usual,1
688,usual,1
689,usual,1
690,usual,1
691,usual,1
692,usual,1
693,usual,1
694,usual,1
695,usual,1
696,usual,1
697,usual,1
698,usual,1
699,usual,1
700,usual,1
701,usual,1
702,usual,2
703,usual,2
704,usual,2
705,usual,2
706,usual,2
707,usual,2
708,usual,2
709,usual,2
710,usual,2
711,usual,2
712,usual,2
713,usual,2
714,usual,2
715,usual,2
716,usual,2
717,usual,2
718,usual,2
719,usual,2
720,usual,2
721,usual,2
722,usual,2
723,usual,2
724,usual,2
725,usual,2
726,usual,2
727,usual,2
728,usual,2
729,usual,2
730,usual,2
731,usual,2
732,usual,2
733,usual,2
734,usual,2
735,usual,2
736,usual,2
737,usual,2
738,usual,2
739,usual,2
740,usual,2
741,usual,2
742,usual,2
743,usual,2
744,usual,2
745,usual,2
746,usual,2
747,usual,2
748,usual,2
749,usual,2
750,usual,2
751,usual,2
752,usual,2
753,usual,2
754,usual,2
755,usual,2
756,usual,3
757,usual,3
758,usual,3
759,usual,3
760,usual,3
761,usual,3
762,usual,3
763,usual,3
764,usual,3
765,usual,3
766,usual,3
767,usual,3
768,usual,3
769,usual,3
770,usual,3
771,usual,3
772,usual,3
773,usual,3
774,usual,3
775,usual,3
776,usual,3
777,usual,3
778,usual,3
779,usual,3
780,usual,3
781,usual,3
782,usual,3
783,usual,3
784,usual,3
785,usual,3
786,usual,3
787,usual,3
788,usual,3
789,usual,3
790,usual,3
791,usual,3
792,usual,3
793,usual,3
794,usual,3
795,usual,3
796,usual,3
797,usual,3
798,usual,3
799,usual,3
800,usual,3
801,usual,3
802,usual,3
803,usual,3
804,usual,3
805,usual,3
806,usual,3
807,usual,3
808,usual,3
809,usual,3
810,usual,more
811,usual,more
812,usual,more
813,usual,more
814,usual,more
815,usual,more
816,usual,more
817,usual,more
818,usual,more
819,usual,more
820,usual,more
821,usual,more
822,usual,more
823,usual,more
824,usual,more
825,usual,more
826,usual,more
827,usual,more
828,usual,more
829,usual,more
830,usual,more
831,usual,more
832,usual,more
833,usual,more
834,usual,more
835,usual,more
836,usual,more
837,usual,more
838,usual,more
839,usual,more
840,usual,more
841,usual,more
842,usual,more
843,usual,more
844,usual,more
845,usual,more
846,usual,more
847,usual,more
848,usual,more
849,usual,more
850,usual,more
851,usual,more
852,usual,more
853,usual,more
854,usual,more
855,usual,more
856,usual,more
857,usual,more
858,usual,more
859,usual,more
860,usual,more
861,usual,more
862,usual,more
863,usual,more
864,usual,1
865,usual,1
866,usual,1
867,usual,1
868,usual,1
869,usual,1
870,usual,1
871,usual,1
872,usual,1
873,usual,1
874,usual,1
875,usual,1
876,usual,1
877,usual,1
878,usual,1
879,usual,1
880,usual,1
881,usual,1
882,usual,1
883,usual,1
884,usual,1
885,usual,1
886,usual,1
887,usual,1
888,usual,1
889,usual,1
890,usual,1
891,usual,1
892,usual,1
893,usual,1
894,usual,1
895,usual,1
896,usual,1
897,usual,1
898,usual,1
899,usual,1
900,usual,1
901,usual,1
902,usual,1
903,usual,1
904,usual,1
905,usual,1
906,usual,1
907,usual,1
908,usual,1
909,usual,1
910,usual,1
911,usual,1
912,usual,1
913,usual,1
914,usual,1
915,usual,1
916,usual,1
917,usual,1
918,usual,2
919,usual,2
920,usual,2
921,usual,2
922,usual,2
923,usual,2
924,usual,2
925,usual,2
926,usual,2
927,usual,2
928,usual,2
929,usual,2
930,usual,2
931,usual,2
932,usual,2
933,usual,2
934,usual,2
935,usual,2
936,usual,2
937,usual,2
938,usual,2
939,usual,2
940,usual,2
941,usual,2
942,usual,2
943,usual,2
944,usual,2
945,usual,2
946,usual,2
947,usual,2
948,usual,2
949,usual,2
950,usual,2
951,usual,2
952,usual,2
953,usual,2
954,usual,2
955,usual,2
956,usual,2
957,usual,2
958,usual,2
959,usual,2
960,usual,2
961,usual,2
962,usual,2
963,usual,2
964,usual,2
965,usual,2
966,usual,2
967,usual,2
968,usual,2
969,usual,2
970,usual,2
971,usual,2
972,usual,3
973,usual,3
974,usual,3
975,usual,3
976,usual,3
977,usual,3
978,usual,3
979,usual,3
980,usual,3
981,usual,3
982,usual,3
983,usual,3
984,usual,3
985,usual,3
986,usual,3
987,usual,3
988,usual,3
989,usual,3
990,usual,3
991,usual,3
992,usual,3
993,usual,3
994,usual,3
995,usual,3
996,usual,3
997,usual,3
998,usual,3
999,usual,3
1000,usual,3
1001,usual,3
1002,usual,3
1003,usual,3
1004,usual,3
1005,usual,3
1006,usual,3
1007,usual,3
1008,usual,3
1009,usual,3
1010,usual,3
1011,usual,3
1012,usual,3
1013,usual,3
1014,usual,3
1015,usual,3
1016,usual,3
1017,usual,3
1018,usual,3
1019,usual,3
1020,usual,3
1021,usual,3
1022,usual,3
1023,usual,3
1024,usual,3
1025,usual,3
1026,usual,more
1027,usual,more
1028,usual,more
1029,usual,more
1030,usual,more
1031,usual,more
1032,usual,more
1033,usual,more
1034,usual,more
1035,usual,more
1036,usual,more
1037,usual,more
1038,usual,more
1039,usual,more
1040,usual,more
1041,usual,more
1042,usual,more
1043,usual,more
1044,usual,more
1045,usual,more
1046,usual,more
1047,usual,more
1048,usual,more
1049,usual,more
1050,usual,more
1051,usual,more
1052,usual,more
1053,usual,more
1054,usual,more
1055,usual,more
1056,usual,more
1057,usual,more
1058,usual,more
1059,usual,more
1060,usual,more
1061,usual,more
1062,usual,more
1063,usual,more
1064,usual,more
1065,usual,more
1066,usual,more
1067,usual,more
1068,usual,more
1069,usual,more
1070,usual,more
1071,usual,more
1072,usual,more
1073,usual,more
1074,usual,more
1075,usual,more
1076,usual,more
1077,usual,more
1078,usual,more
1079,usual,more
1080,usual,1
1081,usual,1
1082,usual,1
1083,usual,1
1084,usual,1
1085,usual,1
1086,usual,1
1087,usual,1
1088,usual,1
1089,usual,1
1090,usual,1
1091,usual,1
1092,usual,1
1093,usual,1
1094,usual,1
1095,usual,1
1096,usual,1
1097,usual,1
1098,usual,1
1099,usual,1
1100,usual,1
1101,usual,1
1102,usual,1
1103,usual,1
1104,usual,1
1105,usual,1
1106,usual,1
1107,usual,1
1108,usual,1
1109,usual,1
1110,usual,1
1111,usual,1
1112,usual,1
1113,usual,1
1114,usual,1
1115,usual,1
1116,usual,1
1117,usual,1
1118,usual,1
1119,usual,1
1120,usual,1
1121,usual,1
1122,usual,1
1123,usual,1
1124,usual,1
1125,usual,1
1126,usual,1
1127,usual,1
1128,usual,1
1129,usual,1
1130,usual,1
1131,usual,1
1132,usual,1
1133,usual,1
1134,usual,2
1135,usual,2
1136,usual,2
1137,usual,2
1138,usual,2
1139,usual,2
1140,usual,2
1141,usual,2
1142,usual,2
1143,usual,2
1144,usual,2
1145,usual,2
1146,usual,2
1147,usual,2
1148,usual,2
1149,usual,2
1150,usual,2
1151,usual,2
1152,usual,2
1153,usual,2
1154,usual,2
1155,usual,2
1156,usual,2
1157,usual,2
1158,usual,2
1159,usual,2
1160,usual,2
1161,usual,2
1162,usual,2
1163,usual,2
1164,usual,2
1165,usual,2
1166,usual,2
1167,usual,2
1168,usual,2
1169,usual,2
1170,usual,2
1171,usual,2
1172,usual,2
1173,usual,2
1174,usual,2
1175,usual,2
1176,usual,2
1177,usual,2
1178,usual,2
1179,usual,2
1180,usual,2
1181,usual,2
1182,usual,2
1183,usual,2
1184,usual,2
1185,usual,2
1186,usual,2
1187,usual,2
1188,usual,3
1189,usual,3
1190,usual,3
1191,usual,3
1192,usual,3
1193,usual,3
1194,usual,3
1195,usual,3
1196,usual,3
1197,usual,3
1198,usual,3
1199,usual,3
1200,usual,3
1201,usual,3
1202,usual,3
1203,usual,3
1204,usual,3
1205,usual,3
1206,usual,3
1207,usual,3
1208,usual,3
1209,usual,3
1210,usual,3
1211,usual,3
1212,usual,3
1213,usual,3
1214,usual,3
1215,usual,3
1216,usual,3
1217,usual,3
1218,usual,3
1219,usual,3
1220,usual,3
1221,usual,3
1222,usual,3
1223,usual,3
1224,usual,3
1225,usual,3
1226,usual,3
1227,usual,3
1228,usual,3
1229,usual,3
1230,usual,3
1231,usual,3
1232,usual,3
1233,usual,3
1234,usual,3
1235,usual,3
1236,usual,3
1237,usual,3
1238,usual,3
1239,usual,3
1240,usual,3
1241,usual,3
1242,usual,more
1243,usual,more
1244,usual,more
1245,usual,more
1246,usual,more
1247,usual,more
1248,usual,more
1249,usual,more
1250,usual,more
1251,usual,more
1252,usual,more
1253,usual,more
1254,usual,more
1255,usual,more
1256,usual,more
1257,usual,more
1258,usual,more
1259,usual,more
1260,usual,more
1261,usual,more
1262,usual,more
1263,usual,more
1264,usual,more
1265,usual,more
1266,usual,more
1267,usual,more
1268,usual,more
1269,usual,more
1270,usual,more
1271,usual,more
1272,usual,more
1273,usual,more
1274,usual,more
1275,usual,more
1276,usual,more
1277,usual,more
1278,usual,more
1279,usual,more
1280,usual,more
1281,usual,more
1282,usual,more
1283,usual,more
1284,usual,more
1285,usual,more
1286,usual,more
1287,usual,more
1288,usual,more
1289,usual,more
1290,usual,more
1291,usual,more
1292,usual,more
1293,usual,more
1294,usual,more
1295,usual,more
1296,usual,1
1297,usual,1
1298,usual,1
1299,usual,1
1300,usual,1
1301,usual,1
1302,usual,1
1303,usual,1
1304,usual,1
1305,usual,1
1306,usual,1
1307,usual,1
1308,usual,1
1309,usual,1
1310,usual,1
1311,usual,1
1312,usual,1
1313,usual,1
1314,usual,1
1315,usual,1
1316,usual,1
1317,usual,1
1318,usual,1
1319,usual,1
1320,usual,1
1321,usual,1
1322,usual,1
1323,usual,1
1324,usual,1
1325,usual,1
1326,usual,1
1327,usual,1
1328,usual,1
1329,usual,1
1330,usual,1
1331,usual,1
1332,usual,1
1333,usual,1
1334,usual,1
1335,usual,1
1336,usual,1
1337,usual,1
1338,usual,1
1339,usual,1
1340,usual,1
1341,usual,1
1342,usual,1
1343,usual,1
1344,usual,1
1345,usual,1
1346,usual,1
1347,usual,1
1348,usual,1
1349,usual,1
1350,usual,2
1351,usual,2
1352,usual,2
1353,usual,2
1354,usual,2
1355,usual,2
1356,usual,2
1357,usual,2
1358,usual,2
1359,usual,2
1360,usual,2
1361,usual,2
1362,usual,2
1363,usual,2
1364,usual,2
1365,usual,2
1366,usual,2
1367,usual,2
1368,usual,2
1369,usual,2
1370,usual,2
1371,usual,2
1372,usual,2
1373,usual,2
1374,usual,2
1375,usual,2
1376,usual,2
1377,usual,2
1378,usual,2
1379,usual,2
1380,usual,2
1381,usual,2
1382,usual,2
1383,usual,2
1384,usual,2
1385,usual,2
1386,usual,2
1387,usual,2
1388,usual,2
1389,usual,2
1390,usual,2
1391,usual,2
1392,usual,2
1393,usual,2
1394,usual,2
1395,usual,2
1396,usual,2
1397,usual,2
1398,usual,2
1399,usual,2
1400,usual,2
1401,usual,2
1402,usual,2
1403,usual,2
1404,usual,3
1405,usual,3
1406,usual,3
1407,usual,3
1408,usual,3
1409,usual,3
1410,usual,3
1411,usual,3
1412,usual,3
1413,usual,3
1414,usual,3
1415,usual,3
1416,usual,3
1417,usual,3
1418,usual,3
1419,usual,3
1420,usual,3
1421,usual,3
1422,usual,3
1423,usual,3
1424,usual,3
1425,usual,3
1426,usual,3
1427,usual,3
1428,usual,3
1429,usual,3
1430,usual,3
1431,usual,3
1432,usual,3
1433,usual,3
1434,usual,3
1435,usual,3
1436,usual,3
1437,usual,3
1438,usual,3
1439,usual,3
1440,usual,3
1441,usual,3
1442,usual,3
1443,usual,3
1444,usual,3
1445,usual,3
1446,usual,3
1447,usual,3
1448,usual,3
1449,usual,3
1450,usual,3
1451,usual,3
1452,usual,3
1453,usual,3
1454,usual,3
1455,usual,3
1456,usual,3
1457,usual,3
1458,usual,more
1459,usual,more
1460,usual,more
1461,usual,more
1462,usual,more
1463,usual,more
1464,usual,more
1465,usual,more
1466,usual,more
1467,usual,more
1468,usual,more
1469,usual,more
1470,usual,more
1471,usual,more
1472,usual,more
1473,usual,more
1474,usual,more
1475,usual,more
1476,usual,more
1477,usual,more
1478,usual,more
1479,usual,more
1480,usual,more
1481,usual,more
1482,usual,more
1483,usual,more
1484,usual,more
1485,usual,more
1486,usual,more
1487,usual,more
1488,usual,more
1489,usual,more
1490,usual,more
1491,usual,more
1492,usual,more
1493,usual,more
1494,usual,more
1495,usual,more
1496,usual,more
1497,usual,more
1498,usual,more
1499,usual,more
1500,usual,more
1501,usual,more
1502,usual,more
1503,usual,more
1504,usual,more
1505,usual,more
1506,usual,more
1507,usual,more
1508,usual,more
1509,usual,more
1510,usual,more
1511,usual,more
1512,usual,1
1513,usual,1
1514,usual,1
1515,usual,1
1516,usual,1
1517,usual,1
1518,usual,1
1519,usual,1
1520,usual,1
1521,usual,1
1522,usual,1
1523,usual,1
1524,usual,1
1525,usual,1
1526,usual,1
1527,usual,1
1528,usual,1
1529,usual,1
1530,usual,1
1531,usual,1
1532,usual,1
1533,usual,1
1534,usual,1
1535,usual,1
1536,usual,1
1537,usual,1
1538,usual,1
1539,usual,1
1540,usual,1
1541,usual,1
1542,usual,1
1543,usual,1
1544,usual,1
1545,usual,1
1546,usual,1
1547,usual,1
1548,usual,1
1549,usual,1
1550,usual,1
1551,usual,1
1552,usual,1
1553,usual,1
1554,usual,1
1555,usual,1
1556,usual,1
1557,usual,1
1558,usual,1
1559,usual,1
1560,usual,1
1561,usual,1
1562,usual,1
1563,usual,1
1564,usual,1
1565,usual,1
1566,usual,2
1567,usual,2
1568,usual,2
1569,usual,2
1570,usual,2
1571,usual,2
1572,usual,2
1573,usual,2
1574,usual,2
1575,usual,2
1576,usual,2
1577,usual,2
1578,usual,2
1579,usual,2
1580,usual,2
1581,usual,2
1582,usual,2
1583,usual,2
1584,usual,2
1585,usual,2
1586,usual,2
1587,usual,2
1588,usual,2
1589,usual,2
1590,usual,2
1591,usual,2
1592,usual,2
1593,usual,2
1594,usual,2
1595,usual,2
1596,usual,2
1597,usual,2
1598,usual,2
1599,usual,2
1600,usual,2
1601,usual,2
1602,usual,2
1603,usual,2
1604,usual,2
1605,usual,2
1606,usual,2
1607,usual,2
1608,usual,2
1609,usual,2
1610,usual,2
1611,usual,2
1612,usual,2
1613,usual,2
1614,usual,2
1615,usual,2
1616,usual,2
1617,usual,2
1618,usual,2
1619,usual,2
1620,usual,3
1621,usual,3
1622,usual,3
1623,usual,3
1624,usual,3
1625,usual,3
1626,usual,3
1627,usual,3
1628,usual,3
1629,usual,3
1630,usual,3
1631,usual,3
1632,usual,3
1633,usual,3
1634,usual,3
1635,usual,3
1636,usual,3
1637,usual,3
1638,usual,3
1639,usual,3
1640,usual,3
1641,usual,3
1642,usual,3
1643,usual,3
1644,usual,3
1645,usual,3
1646,usual,3
1647,usual,3
1648,usual,3
1649,usual,3
1650,usual,3
1651,usual,3
1652,usual,3
1653,usual,3
1654,usual,3
1655,usual,3
1656,usual,3
1657,usual,3
1658,usual,3
1659,usual,3
1660,usual,3
1661,usual,3
1662,usual,3
1663,usual,3
1664,usual,3
1665,usual,3
1666,usual,3
1667,usual,3
1668,usual,3
1669,usual,3
1670,usual,3
1671,usual,3
1672,usual,3
1673,usual,3
1674,usual,more
1675,usual,more
1676,usual,more
1677,usual,more
1678,usual,more
1679,usual,more
1680,usual,more
1681,usual,more
1682,usual,more
1683,usual,more
1684,usual,more
1685,usual,more
1686,usual,more
1687,usual,more
1688,usual,more
1689,usual,more
1690,usual,more
1691,usual,more
1692,usual,more
1693,usual,more
1694,usual,more
1695,usual,more
1696,usual,more
1697,usual,more
1698,usual,more
1699,usual,more
1700,usual,more
1701,usual,more
1702,usual,more
1703,usual,more
1704,usual,more
1705,usual,more
1706,usual,more
1707,usual,more
1708,usual,more
1709,usual,more
1710,usual,more
1711,usual,more
1712,usual,more
1713,usual,more
1714,usual,more
1715,usual,more
1716,usual,more
1717,usual,more
1718,usual,more
1719,usual,more
1720,usual,more
1721,usual,more
1722,usual,more
1723,usual,more
1724,usual,more
1725,usual,more
1726,usual,more
1727,usual,more
1728,usual,1
1729,usual,1
1730,usual,1
1731,usual,1
1732,usual,1
1733,usual,1
1734,usual,1
1735,usual,1
1736,usual,1
1737,usual,1
1738,usual,1
1739,usual,1
1740,usual,1
1741,usual,1
1742,usual,1
1743,usual,1
1744,usual,1
1745,usual,1
1746,usual,1
1747,usual,1
1748,usual,1
1749,usual,1
1750,usual,1
1751,usual,1
1752,usual,1
1753,usual,1
1754,usual,1
1755,usual,1
1756,usual,1
1757,usual,1
1758,usual,1
1759,usual,1
1760,usual,1
1761,usual,1
1762,usual,1
1763,usual,1
1764,usual,1
1765,usual,1
1766,usual,1
1767,usual,1
1768,usual,1
1769,usual,1
1770,usual,1
1771,usual,1
1772,usual,1
1773,usual,1
1774,usual,1
1775,usual,1
1776,usual,1
1777,usual,1
1778,usual,1
1779,usual,1
1780,usual,1
1781,usual,1
1782,usual,2
1783,usual,2
1784,usual,2
1785,usual,2
1786,usual,2
1787,usual,2
1788,usual,2
1789,usual,2
1790,usual,2
1791,usual,2
1792,usual,2
1793,usual,2
1794,usual,2
1795,usual,2
1796,usual,2
1797,usual,2
1798,usual,2
1799,usual,2
1800,usual,2
1801,usual,2
1802,usual,2
1803,usual,2
1804,usual,2
1805,usual,2
1806,usual,2
1807,usual,2
1808,usual,2
1809,usual,2
1810,usual,2
1811,usual,2
1812,usual,2
1813,usual,2
1814,usual,2
1815,usual,2
1816,usual,2
1817,usual,2
1818,usual,2
1819,usual,2
1820,usual,2
1821,usual,2
1822,usual,2
1823,usual,2
1824,usual,2
1825,usual,2
1826,usual,2
1827,usual,2
1828,usual,2
1829,usual,2
1830,usual,2
1831,usual,2
1832,usual,2
1833,usual,2
1834,usual,2
1835,usual,2
1836,usual,3
1837,usual,3
1838,usual,3
1839,usual,3
1840,usual,3
1841,usual,3
1842,usual,3
1843,usual,3
1844,usual,3
1845,usual,3
1846,usual,3
1847,usual,3
1848,usual,3
1849,usual,3
1850,usual,3
1851,usual,3
1852,usual,3
1853,usual,3
1854,usual,3
1855,usual,3
1856,usual,3
1857,usual,3
1858,usual,3
1859,usual,3
1860,usual,3
1861,usual,3
1862,usual,3
1863,usual,3
1864,usual,3
1865,usual,3
1866,usual,3
1867,usual,3
1868,usual,3
1869,usual,3
1870,usual,3
1871,usual,3
1872,usual,3
